Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
2.87,1.25,15.25,Purple,1,1,True
9.44,3.04,9.63,Orange,8,1,False
5.28,3.72,10.65,Red,15,6,True
7.07,2.37,15.39,Green,7,10,False
8.62,2.59,15.92,Blue,9,9,False
4.34,4.4,8.99,Green,15,14,True
8.41,3.39,14.72,Red,6,6,False
8.99,3.36,9.82,Blue,13,6,True
10.61,3.91,6.73,Red,15,19,True
6.81,2.23,7.1,Purple,6,10,True
6.69,2.74,12.49,Orange,6,13,False
7.46,2.71,13.54,Pink,13,13,False
7.04,3.49,9.52,Purple,6,2,False
6.2,2.43,10.81,Green,9,11,False
6.24,3.12,14.91,Purple,14,13,True
7.51,1.89,10.74,Purple,12,4,False
4.23,3.01,11.48,Yellow,13,4,False
6.1,3.38,15.26,Red,10,5,False
3.7,5.61,14.16,Green,8,8,True
5.24,2.22,9.81,Green,3,4,False
2.25,3.02,10.81,Red,5,10,True
7.76,1.11,9.27,Red,14,4,False
5.69,2.6,12.13,Blue,3,2,False
6.26,3.67,12.83,Purple,9,11,True
2.36,2.91,14.89,Blue,15,8,True
8.04,3.34,10.37,Purple,9,14,False
9.26,3.07,14.61,Orange,6,6,False
3.37,1.45,14.05,Purple,2,5,False
9.15,1.35,9.76,Orange,6,2,True
2.68,1.18,11.79,Yellow,6,6,False
5.27,3.73,12.68,Blue,5,12,False
2.16,2.57,10.1,Red,4,11,False
9.98,3.33,11.51,Yellow,6,11,False
7.77,2.68,9.48,Orange,2,9,True
8.56,2.32,12.43,Pink,3,10,False
9.18,3.15,9.29,Pink,10,12,False
6.94,3.48,10.43,Yellow,8,13,False
11.45,3.26,9.54,Orange,15,11,True
4.51,2.45,12.9,Green,1,13,True
6.6,2.35,11.11,Pink,11,12,False
7.95,1.14,4.83,Orange,4,12,True
4.57,1.69,13.98,Purple,3,1,False
8.49,2.83,10.25,Purple,4,15,False
2.29,3.69,14.22,Yellow,6,17,True
4.44,2.58,9.39,Pink,11,4,False
3.29,1.55,14.63,Purple,11,15,False
6.86,4.15,4.05,Purple,14,17,True
5.65,1.85,13.48,Yellow,9,2,False
2.01,1.76,8.8,Yellow,9,1,False
7.91,2.01,5.69,Green,9,16,True
7.59,3.1,13.18,Orange,15,11,False
4.12,3.59,14.35,Blue,14,15,False
6.16,3.14,14.26,Green,10,4,False
5.22,2.93,9.88,Green,11,6,True
6.09,1.67,9.72,Purple,2,15,False
2.53,1.46,14.34,Red,4,4,False
4.1,3.33,9.91,Purple,10,11,False
6.06,1.63,12.19,Orange,1,6,False
9.13,1.08,11.32,Yellow,10,9,False
4.38,3.49,12.97,Red,11,3,False
9.1,3.04,10.33,Yellow,14,15,False
8.68,1.87,12.92,Pink,9,3,False
5.51,3.35,15.51,Purple,6,15,False
5.9,1.53,8.44,Purple,12,12,False
3.98,5.31,8.77,Red,12,17,True
8.69,1.23,6.69,Orange,2,9,True
2.99,2.61,10.32,Red,6,3,False
3.27,1.44,10.93,Purple,2,5,False
8.01,3.93,15.14,Green,15,7,False
4.69,5.66,12.67,Purple,17,3,True
5.83,2.14,14.01,Green,6,14,False
8.04,2.75,12.51,Pink,11,3,False
2.41,2.81,13.77,Red,1,15,False
9.5,2.91,5.84,Pink,8,16,True
9.91,3.15,12.4,Pink,14,5,False
4.56,1.37,10.01,Red,2,15,False
3.15,2.62,13.66,Green,13,4,False
4.67,1.57,15.13,Yellow,10,9,True
9.31,2.88,11.57,Pink,10,7,False
5.3,2.49,8.52,Pink,4,12,True
9.51,2.26,8.78,Purple,1,12,False
4.81,1.1,12.11,Blue,10,2,False
8.09,2.7,13.02,Green,6,4,False
5,1.71,10.57,Red,14,5,False
3.3,3.07,14.6,Blue,14,9,False
8.23,2.54,11.09,Orange,13,7,False
2.22,1.03,14.5,Orange,2,12,False
7.59,2.24,13.03,Yellow,14,1,False
8,2.95,12.61,Blue,13,9,False
9.17,1.38,9.81,Purple,12,1,False
9.83,3.64,11.22,Purple,12,13,True
4.72,1.48,10.13,Red,8,12,False
9.27,1.48,13.91,Blue,5,11,False
7.35,1.45,11.86,Green,2,10,True
5.86,3.95,12.71,Orange,2,2,False
5.63,1.09,15.15,Blue,15,11,False
7.17,3.23,11.33,Purple,12,11,False
2.95,2.68,13.81,Green,5,1,False
3.05,3.61,11.94,Green,14,12,False
3.26,1.25,10.38,Orange,6,11,False
11.7,4.92,9.59,Orange,8,15,True
3.95,2.11,13.46,Red,11,2,False
8.38,1.99,15.41,Red,3,3,False
2.64,2.65,15.82,Blue,15,8,False
3.75,2.22,14.9,Yellow,4,15,False
3.84,1.62,10.11,Green,14,10,False
10.22,1.13,7.85,Pink,15,11,True
6.77,1.43,11.45,Green,13,10,False
6.29,3.15,15.08,Red,3,1,False
6.68,1.53,10.97,Pink,6,15,False
3.56,1.73,10.44,Pink,1,6,False
2.23,3.17,9.24,Pink,10,1,False
2.07,2.35,11.93,Orange,15,6,True
4.06,3.07,8.6,Red,4,8,False
4.77,1.24,12.92,Red,7,13,False
9.59,2.77,11.04,Yellow,3,1,False
6.25,3.75,14.94,Purple,1,10,False
3.13,4,14.9,Yellow,8,4,False
9.55,2.01,10.47,Blue,12,4,True
5.76,2.94,8.56,Purple,10,1,False
6.51,1.91,14.14,Purple,9,7,False
9.98,2.23,9.92,Green,9,8,False
2.59,1.05,10.19,Blue,12,10,False
2.58,3.43,12.16,Green,9,14,False
2.86,3.64,8.29,Pink,9,1,False
5.25,2.09,15.2,Purple,9,12,False
11.81,2.35,9.34,Green,7,4,True
8.55,1.35,13.11,Blue,14,15,False
3.56,1.17,11.37,Blue,2,9,False
9.04,2.82,10.35,Yellow,5,15,False
3.73,2.24,11.66,Pink,11,13,False
9.38,3.32,8.31,Yellow,6,9,False
3.9,3.86,11.2,Blue,2,8,False
4.75,2.04,12.37,Pink,10,5,False
4.63,1.62,12.32,Blue,9,14,False
9.83,3.17,11.21,Blue,14,15,False
8.21,1.88,12.43,Green,15,14,False
8.63,1.6,14.96,Yellow,11,11,False
4.9,1.91,12.8,Yellow,2,15,True
6.55,1.31,15.06,Red,9,2,False
3.95,1.46,12.51,Pink,19,9,True
4.61,1.11,11.37,Purple,14,7,False
5.25,1.04,10.45,Blue,4,7,False
6.5,1.38,13.97,Blue,3,9,False
7.11,3.47,11.07,Purple,3,11,False
2.32,2.7,9.23,Green,4,10,False
8.95,2.58,8.81,Yellow,10,4,False
4.61,2.65,12.48,Pink,1,7,False
8.25,3.8,13.33,Orange,10,12,False
8.06,2.36,11.75,Yellow,15,1,False
2.89,2.63,9.94,Red,7,12,False
9.08,3.54,10.84,Blue,16,1,True
4.28,2.83,9.27,Orange,5,5,False
4.28,1.1,11.96,Green,4,15,False
6.93,1.96,9.07,Blue,2,5,False
8.61,1.79,8.24,Pink,7,8,False
4.91,2.91,12.63,Yellow,6,13,False
2.64,5.67,10.79,Orange,13,14,True
9.6,1.42,9.82,Purple,8,4,True
8.35,3.01,12.38,Green,12,12,False
7.76,2.75,11.16,Green,11,8,False
5.17,3.26,12.93,Red,9,12,False
3.46,2.3,12.69,Red,9,6,False
8.83,2.4,15.84,Orange,6,7,False
5.24,2.33,8.84,Blue,6,4,False
6.23,3.16,10.22,Pink,3,10,False
9.82,3.86,9.53,Yellow,8,14,False
9.24,2.48,12.04,Green,12,12,False
3.97,1.86,8.34,Blue,13,8,True
6.48,2.05,15.49,Pink,11,14,False
6.64,1.11,12.94,Blue,14,9,False
3.57,3.77,9.69,Orange,11,11,False
3.92,2.29,14.97,Green,13,12,False
8.43,2.43,15.28,Blue,14,8,False
5.52,2.01,9.48,Blue,12,1,False
9.65,1.89,15.87,Pink,10,14,False
5.76,1.2,9.41,Green,4,6,False
5.12,2.48,11.99,Yellow,8,5,False
7.38,1.5,14.03,Orange,1,1,False
4.3,1.31,15.54,Blue,6,13,False
8.97,1.17,14.16,Purple,15,10,False
5.2,3.29,13.7,Orange,11,4,False
2.09,2.85,12.8,Yellow,4,14,False
6.29,2.36,9.28,Purple,3,9,False
9.09,1.63,12.39,Red,8,13,False
9.38,3.47,6.39,Purple,15,6,True
9.6,3.52,5.31,Purple,12,5,True
7.13,3.71,12.01,Green,8,13,False
4.56,3.32,9,Yellow,6,6,False
8.35,3.67,9.58,Orange,11,10,True
6.83,1.64,15.08,Red,9,6,False
5.81,2.51,15.52,Yellow,6,1,False
4.25,1.06,8.9,Blue,6,8,False
8.69,2.71,13.98,Pink,12,9,False
7.5,3.93,12.74,Orange,3,15,False
9.93,1.81,6.78,Pink,15,14,True
6.95,1.52,12.78,Green,12,3,False
3.46,2.68,13.98,Red,2,10,False
3.86,3.6,8.5,Red,9,12,False
3.03,1.44,12.71,Orange,14,3,False
10.53,5.28,12.77,Green,5,13,True
9.37,1.09,13.25,Purple,8,7,True
8.97,2.55,11.67,Purple,18,12,True
5.66,3.68,10.77,Green,9,4,False
3.56,2.87,14.53,Yellow,1,12,True
7.02,2.34,13.02,Green,2,5,False
5.28,1.32,15.82,Yellow,11,8,False
4.59,3.09,13.9,Purple,7,1,False
8.13,1.64,5.18,Purple,4,13,True
11.74,3.54,8.96,Blue,9,11,True
2.93,2.23,10.81,Green,9,2,False
3.7,1.65,15.28,Orange,1,15,False
2.92,2.76,9.13,Red,14,7,True
7.61,3.73,13.68,Red,5,14,False
5.7,1.15,14.58,Pink,8,1,False
8.91,1.35,10.66,Purple,7,14,False
5.94,3.18,15,Green,10,15,False
5.83,3.54,12,Blue,5,9,False
7.9,3.45,10.68,Purple,1,5,False
6.98,1.47,10.2,Pink,1,13,False
5.05,2.57,14.96,Red,13,1,False
3.01,1.51,13.01,Red,18,15,True
2.71,2.91,8.48,Yellow,7,1,True
7.48,3.82,10.15,Yellow,9,10,False
9.33,1.18,13.66,Blue,14,4,True
6.95,1.54,8.25,Blue,2,2,False
9.59,1.71,11.08,Yellow,13,11,False
11.98,5.52,14.09,Purple,15,5,True
8.82,2.92,11.71,Blue,7,14,False
3.99,2.76,14.95,Green,1,9,False
4.04,1.07,9.85,Green,9,11,False
8.92,1.9,12.38,Red,6,7,False
9.99,3.69,11.6,Purple,12,13,True
4.85,3.19,11.25,Yellow,5,14,False
7.88,1.72,14.19,Orange,9,10,False
9.67,1.81,10.28,Yellow,3,5,False
7.78,2.91,9.71,Red,13,10,False
9.63,2.3,9.26,Blue,13,14,False
9.28,2.73,11.29,Yellow,5,4,False
8.67,5.91,4.32,Red,12,18,True
6.44,1.2,14.88,Orange,15,5,False
6.25,1.32,15.71,Pink,15,11,False
7.03,1.3,10.27,Red,14,8,False
8.35,3.63,6.68,Pink,5,13,True
9.39,3.06,15.1,Blue,15,2,False
9,5.41,9.31,Blue,16,9,True
2.43,2.11,8.01,Pink,14,14,False
7.71,3.61,8.57,Blue,14,7,False
10.41,4.95,15.38,Red,10,13,True
8.77,3.43,13.44,Purple,7,11,False
7.62,1.74,10.68,Orange,8,5,False
9.03,2.77,9.7,Yellow,14,10,False
3.38,1.86,10.31,Yellow,7,9,False
4.62,2.82,10.04,Red,3,3,False
2.36,1.52,8.3,Yellow,9,12,False
2.83,2.08,8.87,Red,11,1,True
4.42,1.99,14.93,Orange,15,4,False
9.57,1.85,9.74,Blue,6,14,False
4.06,2.28,15.62,Purple,7,10,False
8.91,4.65,4.67,Orange,4,5,True
7.04,3.35,8.26,Green,13,13,False
4.1,2.49,12.79,Red,14,15,False
8.4,2.43,14.67,Red,7,15,False
3.51,3.3,12.67,Pink,2,3,False
2.89,3.06,10.78,Yellow,4,3,False
4.19,4.94,14.06,Yellow,4,19,True
2.38,1.67,10.14,Pink,11,3,False
9,3.86,4.63,Orange,14,6,True
5.52,3.07,12.92,Yellow,15,1,False
5.02,3.59,14.47,Orange,2,10,False
5.92,3.04,15.52,Orange,3,4,False
2.8,3.69,13.45,Green,4,5,False
9.49,1.92,13.35,Orange,13,4,False
2.58,3.89,9.48,Pink,11,11,False
9.72,2.99,9.8,Orange,4,13,False
5,3.9,15.86,Pink,2,2,False
3.65,1.28,11.9,Purple,5,14,False
8.76,2.74,15.56,Purple,13,9,False
8,3.13,14.31,Pink,13,10,False
7.15,1.86,9.34,Green,12,8,False
8.89,2.11,13.17,Purple,9,4,False
5.75,3,8.01,Green,13,4,False
4.18,2.31,11.02,Green,7,15,False
2.17,2.12,15.86,Green,1,3,False
7.5,1.02,8.77,Purple,13,15,False
8.87,3.94,13.35,Purple,11,5,False
7.54,2.42,14.43,Red,15,7,False
3.93,1.21,12.32,Green,14,6,False
6.55,2.67,14.12,Purple,12,3,False
5.73,1.45,14.77,Yellow,1,11,False
6.61,1.19,10.73,Pink,1,15,False
3.79,3.89,13.89,Blue,12,7,False
4.4,1.94,14.86,Green,19,12,True
5.13,1.09,9.62,Orange,12,1,False
7.48,2.72,10.66,Green,12,14,False
5.56,1.87,15.36,Yellow,11,4,False
9.48,2.94,7.3,Red,9,14,True
5.23,3.42,15.81,Blue,5,7,False
5.24,3.16,8.47,Pink,9,15,False
3.76,3.11,12.87,Orange,15,4,False
7.02,3.68,10.6,Green,15,6,False
5.41,1.04,14.9,Yellow,1,1,True
7.77,3.22,4.31,Purple,4,18,True
6.69,1.45,13.09,Green,8,11,False
9.26,2.05,8.54,Green,11,14,False
8.33,3.39,10,Green,12,10,False
5.67,3.99,5.52,Orange,10,19,True
9.53,1.76,15.36,Blue,15,15,False
4.7,3.41,10.92,Orange,15,7,False
9.96,3.85,9.86,Pink,1,14,False
5.5,3.08,13.65,Yellow,5,6,False
6.06,3.54,9.18,Yellow,15,13,False
7.43,3.56,7.25,Green,12,12,True
11.16,4.24,8.82,Yellow,14,4,True
5.11,3.75,13.15,Pink,3,11,False
6.68,2.05,15.04,Orange,15,6,False
5.72,3.88,11.92,Yellow,14,14,False
4.03,1.52,11.32,Red,11,7,False
4.63,5.89,6.09,Purple,13,13,True
4.75,2.31,9.23,Blue,5,4,False
7.71,1.76,8.26,Red,14,10,False
7.73,2.93,8.17,Pink,14,1,False
5.91,3.67,14.68,Blue,11,13,False
9.87,2.08,13.97,Blue,13,8,False
3.61,2.03,11.75,Purple,15,1,True
3.56,2.94,11.33,Purple,4,13,False
2.67,2.49,10.54,Pink,7,5,False
6.51,3.65,11.38,Purple,10,9,False
3.12,2.72,9.22,Pink,12,3,False
7.26,3.78,12.99,Yellow,2,1,False
8.97,2.25,10.46,Yellow,15,4,False
5.15,3.16,11.51,Blue,13,15,False
8.42,3.92,9.65,Red,13,2,False
6.75,3.85,8.6,Pink,6,10,False
2.18,2.61,12.49,Purple,9,10,False
4.84,2.25,15.91,Red,9,3,False
3.19,3.55,10.17,Red,14,4,False
3.1,2.84,13.91,Orange,11,1,False
7.77,3.08,14.54,Yellow,4,11,False
5,3.67,11.53,Purple,8,14,False
2.66,2.16,10.07,Pink,1,14,False
9.41,2.37,14.73,Purple,13,8,False
4.18,1.55,15.41,Purple,8,10,False
6.41,1.47,13.92,Pink,7,3,False
6.42,3.71,13.56,Orange,5,1,False
8.92,1.46,12.83,Pink,4,4,False
8.07,2.59,13.15,Pink,12,4,False
9.94,3.51,9.43,Yellow,4,5,False
5.7,3.31,9.24,Orange,15,9,False
3.91,2.97,12.15,Orange,6,8,False
3.25,3.41,11.76,Yellow,10,5,True
2.24,1.94,12.02,Pink,3,14,False
2.88,2.17,15.95,Yellow,14,13,False
6.5,1.71,11.41,Green,4,15,False
6.45,2.28,15.69,Pink,2,12,False
8.48,1.1,11.07,Blue,14,4,False
8.69,1.33,11.96,Orange,12,13,False
3.53,2.95,15.14,Red,15,6,False
4.32,1.5,9,Green,2,9,False
2.46,3.93,11.07,Red,15,15,False
7.49,3.19,5.4,Orange,10,2,True
2.77,1.44,15.62,Yellow,11,1,False
2.23,1.75,14.41,Green,9,7,False
7.92,2.52,9.63,Blue,11,2,False
2.21,1.62,12.1,Blue,10,1,False
3.42,2.99,12.94,Orange,12,13,False
10,3.73,9.85,Red,18,13,True
9.97,2.46,14.53,Purple,11,12,False
3.75,1.36,9.7,Green,11,13,True
8.79,1.95,9.78,Orange,1,15,False
4.25,1.18,15.17,Yellow,7,1,False
7.3,2.63,12.43,Green,10,12,True
9.04,1.66,9.62,Purple,11,14,True
6.82,3.91,11.73,Pink,13,8,False
5.14,2.04,11.13,Blue,1,7,False
5.27,3,11.96,Yellow,7,2,False
3.22,2.81,14.93,Pink,11,6,False
10.95,5.83,12.61,Pink,14,13,True
6.25,1.93,13.83,Yellow,6,3,False
9,3.67,15.22,Pink,10,8,False
2.88,2.87,12.3,Purple,3,9,False
5.46,3.68,12.84,Orange,15,10,False
4.45,1.54,8.92,Yellow,8,5,True
4.81,2.52,12.09,Green,10,6,False
7.87,3.37,8.81,Green,11,15,False
5.3,3.1,9.4,Purple,9,13,False
7.42,2.76,9.45,Pink,13,10,False
5.86,2.4,12.29,Pink,5,7,False
4.08,3.56,14.23,Green,3,13,False
2.24,2.71,9.71,Purple,13,5,False
5.85,3.64,9.76,Yellow,1,2,False
3.95,4.12,10.93,Yellow,15,10,True
9.59,1.85,14.38,Green,2,4,False
9.45,2.81,14.71,Red,14,5,False
3.99,3.53,12.61,Purple,4,3,False
6.56,3.25,15.1,Yellow,1,4,False
7.2,3.62,8.55,Purple,15,10,False
6.82,2.75,8.64,Purple,2,1,False
7.22,2.48,11.83,Red,15,4,False
7.93,3.59,9.49,Purple,14,2,False
8.11,3.33,13.81,Blue,9,12,True
6,2.22,13.62,Yellow,9,6,False
5.99,4.55,15.78,Blue,14,18,True
4.49,2.58,8.8,Green,7,9,False
3.09,2.08,14.13,Yellow,13,10,False
5.26,3.19,11.52,Yellow,6,15,False
11.98,3.95,9.63,Pink,2,2,True
4.81,3.65,9.6,Orange,12,7,False
7.4,3.26,15.44,Yellow,1,10,False
6.67,1.32,13.66,Yellow,14,15,False
7.53,1.04,8.45,Green,7,5,False
8.96,2.33,9.03,Yellow,14,6,False
8,2.18,15.88,Purple,7,9,False
3.71,3.57,10.4,Purple,10,15,False
8.11,3.22,13.02,Blue,11,19,True
9.3,3.27,11.02,Pink,14,9,False
4.99,3.12,8.72,Blue,13,13,False
5.84,2.72,10.88,Purple,4,8,False
8.41,3.57,14.54,Yellow,15,14,False
6.61,3.24,13.72,Green,3,6,False
8.99,1.32,10.23,Purple,15,1,False
6.85,1.86,10.58,Orange,15,11,True
7.95,2.03,14.61,Blue,11,12,False
6.82,2.87,12.23,Green,3,11,False
8.17,2.76,9.65,Green,5,8,False
11.23,3.6,6.52,Green,14,9,True
9.46,1.23,8.95,Yellow,6,9,False
9.93,1.26,10.06,Yellow,2,4,False
8.7,3.68,14.82,Orange,14,6,False
2.31,2.8,14.28,Pink,15,2,False
8.21,3.6,14.01,Red,10,15,True
4.26,1.74,10.91,Yellow,7,11,False
9.07,3.76,10.16,Red,2,8,False
8.27,1.29,14.97,Blue,3,5,False
7.69,3.59,14.72,Purple,8,1,False
5.53,2.77,8.67,Green,1,12,False
6.28,1.59,14.99,Pink,12,11,False
7.36,3.39,10.78,Green,4,10,False
6.37,3.77,12.35,Yellow,13,8,False
7.46,1.18,14.89,Pink,3,10,False
9.45,3.5,13.65,Green,3,4,False
7.63,3.88,9.28,Pink,12,15,False
5.93,3.26,12.27,Pink,15,10,False
5.84,2.59,13.86,Green,1,4,False
2.36,2.57,13.32,Green,14,11,False
5.73,3.04,10.54,Green,10,5,False
7.32,3,15.45,Yellow,15,3,False
11.22,1.82,14.77,Yellow,4,19,True
6,3.5,8.06,Yellow,1,12,False
9.74,1.92,10.27,Red,1,3,False
2.39,3.51,15.86,Blue,17,14,True
5.41,2.65,11.21,Blue,4,13,False
2.65,1.05,8.06,Red,1,10,False
3.4,1.49,15.47,Purple,11,12,False
4.53,1.37,13.68,Red,8,5,False
8.2,1.55,11.55,Green,3,1,False
6.74,3.78,13.22,Red,10,15,True
3.02,3.25,12.65,Blue,8,7,False
5.01,2.82,14.82,Red,12,8,True
9.36,2.73,13.47,Pink,1,6,False
6.34,1.84,11.08,Orange,11,12,False
2.86,2.68,13.47,Yellow,11,8,False
9.03,3.07,12.54,Orange,4,11,False
5.65,3.01,4.59,Yellow,15,13,True
8.58,3.71,14.75,Purple,2,11,False
8.82,2.54,8.18,Pink,14,1,False
6.15,2.38,10.49,Red,4,6,False
5.74,2.39,9.92,Pink,13,9,False
5.53,2.12,14.58,Purple,12,7,False
3.86,2.82,12.46,Orange,14,3,False
3.76,3.02,9.72,Red,5,9,False
4.46,1.92,11.27,Red,6,1,False
3.16,1.96,9.24,Yellow,11,5,False
4.29,2.03,9.37,Blue,7,3,False
2.19,3.68,14.16,Green,9,1,False
4.44,2.47,8.72,Orange,15,11,True
8.8,3.74,8.34,Green,9,4,False
3.3,3.3,12.93,Pink,6,3,False
9.57,2.91,15.26,Orange,13,10,True
9.91,1.3,14.03,Yellow,2,5,False
6.32,3.75,12.03,Purple,11,10,False
4.53,2.18,15.99,Blue,14,3,False
8.43,2.17,11.85,Red,5,8,False
5.53,1.23,10.18,Pink,3,11,False
8.68,3.57,12.5,Green,11,1,False
2.54,3.42,11.01,Red,7,10,False
9.46,2.11,14.16,Purple,15,5,False
9.24,3.42,14.78,Red,11,15,False
2,2.46,11.15,Red,2,1,False
6.88,2.68,14.44,Pink,8,4,False
2.48,3.23,11.48,Yellow,2,1,True
2.84,2.92,12.59,Red,13,14,False
4.3,2.59,15.86,Orange,11,14,True
7.89,1.55,8.93,Blue,5,3,False
7.77,4.54,8.1,Green,11,11,True
5.17,1.23,9.78,Pink,15,8,False
9.27,3.01,13.28,Yellow,10,12,False
4.42,2.8,12.94,Yellow,3,7,False
2.02,1.38,9.68,Green,9,10,False
7.12,3.75,11.53,Yellow,13,6,False
2.87,3.78,15.21,Green,12,10,False
2.1,2.76,15.39,Blue,4,1,False
4.82,2.23,8.93,Pink,14,12,False
4.99,2.24,12.86,Purple,4,12,False
9.49,2.06,8.41,Green,15,7,True
8.57,3.38,9.23,Purple,19,10,True
9.14,2.62,8.79,Blue,3,10,False
2.54,3.76,12.71,Blue,2,10,False
7.98,2.11,12.99,Purple,1,2,False
9.09,2.95,4.59,Orange,9,3,True
2.26,2.82,8.08,Blue,11,5,False
2.93,3.62,11.21,Blue,7,12,False
3.42,3.65,13.38,Red,5,2,False
4.72,1.09,14.73,Orange,3,12,False
8.9,2.99,15.54,Blue,4,6,False
9.57,1.01,7.84,Pink,10,15,True
4.94,1.17,15.77,Green,12,2,False
3.47,2.19,9.56,Yellow,8,10,False
9.99,3.85,9.02,Orange,4,12,False
7.27,3.91,9.73,Yellow,2,6,False
8.27,3.88,12.4,Yellow,5,1,False
7.36,3.01,9.72,Yellow,11,9,True
8.3,3.42,9.79,Purple,11,3,False
5.7,3.02,10.55,Orange,12,8,False
6.12,1.17,13.94,Red,9,4,False
3.11,1.02,15.83,Yellow,5,3,False
3.59,3.98,8.18,Pink,6,12,False
3.93,1.92,10.77,Green,8,2,False
5.86,2.74,15.19,Green,8,4,False
8.84,1.82,10.02,Red,10,14,False
8.45,1.02,10.39,Purple,15,11,False
2.14,2.95,12.45,Yellow,13,3,False
2.66,1.15,15,Yellow,1,2,False
4.47,2.75,14.97,Red,15,9,False
9.99,3.77,13.3,Blue,7,14,False
4.04,4.96,9.56,Orange,9,5,True
9.87,1.53,9.41,Purple,6,12,False
7.77,3.69,8.94,Blue,11,2,True
7.76,1.02,14.24,Yellow,14,5,False
5.38,1.05,13.77,Blue,12,3,False
6.75,1.86,11.06,Red,3,3,False
7.31,3.32,8.95,Green,2,12,False
2.94,2.93,8.36,Purple,3,6,False
9.35,1.22,9.29,Yellow,10,1,False
4.89,2.69,9.19,Red,6,14,False
5.95,3.42,11.86,Orange,13,9,False
3.28,2.37,14.11,Blue,10,15,False
7.27,1.09,10.53,Green,2,10,False
11.39,4.28,8.96,Purple,11,4,True
8.04,3.19,14.41,Orange,11,9,False
6.27,2.13,14.28,Blue,11,6,False
4.65,3.87,14.97,Red,1,2,False
2.35,3.57,11.82,Purple,7,15,False
2.93,3.72,15.41,Green,15,17,True
7.71,3.49,7.56,Purple,1,13,True
8.5,1.34,10.83,Blue,11,13,False
8.77,1.38,13.74,Red,17,13,True
2.48,2.47,15.72,Pink,3,9,False
9.73,1.55,15.89,Blue,12,6,False
11.75,3.56,8.88,Green,10,18,True
9.06,5.55,13.61,Orange,4,11,True
2.52,3.18,9.58,Orange,10,1,False
7.06,2.49,15.35,Yellow,15,9,True
8.08,1.93,4.45,Blue,16,12,True
9.49,1.11,11.78,Green,11,12,False
8.48,4.98,9.27,Orange,13,13,True
6.24,3.87,15.31,Red,12,1,False
3.84,2.62,12.84,Pink,6,8,False
9.35,1.16,8.69,Blue,3,9,False
6.34,3.2,8.5,Yellow,5,2,False
9.79,1.31,4.31,Yellow,1,1,True
7.57,1.91,13.04,Pink,7,6,False
6.52,2.68,14.02,Red,3,11,False
8.02,3.72,11.86,Orange,8,14,False
3.37,1.21,14.77,Pink,6,4,False
3.45,3.47,15.71,Pink,7,4,False
9.77,2.24,14.54,Green,14,9,False
2.31,2.91,13.55,Blue,4,2,False
7.82,3.62,8.9,Pink,2,10,False
9.89,5.66,14.35,Red,7,10,True
8.46,3.49,13.97,Red,1,11,False
5.13,2.56,10.96,Purple,11,13,True
4.35,1.36,15.6,Orange,3,1,False
4.61,3.27,12.17,Red,5,2,False
4.99,3.81,9.39,Pink,2,4,False
2.98,1.71,10.06,Yellow,3,14,False
4.75,2.07,12.31,Orange,2,15,False
6.31,2.48,8.35,Purple,10,4,False
2.99,2.83,10.21,Red,2,12,False
3.6,1.96,12.88,Yellow,3,6,False
2.44,1.18,11.78,Blue,1,6,False
6.79,3.82,10.23,Blue,12,12,False
11.8,5.27,13.97,Orange,11,1,True
7.97,1.81,13.01,Blue,8,8,False
8.02,1.89,9.36,Purple,10,5,False
7.06,1.3,13.89,Yellow,1,4,False
3.47,1.63,11.04,Green,10,1,False
7.69,1.82,9.21,Red,4,13,False
5.84,1.99,9.43,Pink,6,12,False
8.38,2.46,9.99,Yellow,12,14,True
5.57,1.94,13.02,Orange,1,2,False
4.25,3.13,13.44,Pink,5,5,False
4.83,3.9,11.39,Pink,14,12,False
8.65,2.86,14.23,Pink,14,10,True
4.1,1.05,15.34,Blue,11,5,False
9.34,3.43,6.68,Green,10,19,True
7,2.71,12.47,Blue,7,5,False
3.32,1.75,10.44,Red,11,1,False
2.85,2.3,15.87,Orange,11,5,False
7.99,1.91,8.3,Green,4,10,False
6.16,1.03,10.8,Pink,14,4,False
8.72,1.77,13.45,Pink,7,5,False
2.32,2.39,10.47,Green,7,2,False
6.87,3.9,11.27,Pink,5,8,False
3.16,2.77,8.33,Purple,7,3,False
6.78,3.51,15.36,Blue,10,13,False
5.62,1.98,10.89,Red,14,2,False
9.75,3.5,8.36,Purple,12,10,False
7.96,1.36,13.01,Red,5,19,True
4.98,2.5,13.74,Orange,14,5,False
3.47,2.24,11.09,Yellow,4,1,False
2.4,3.15,10.04,Purple,5,14,False
3.6,3.93,15.25,Pink,1,2,False
11.1,2.59,11.98,Red,18,2,True
2.26,3.14,14.9,Green,12,7,True
9.86,2.98,11.63,Pink,1,12,True
8.92,3.79,10.17,Blue,6,14,False
7.53,1.94,14.36,Blue,1,2,False
3.08,1.89,11.1,Orange,13,3,False
9.19,2.79,13.87,Purple,5,1,False
7.35,3.01,15.81,Red,15,15,False
8.8,1.51,9.2,Red,3,5,False
3.63,3.85,9.68,Blue,13,3,False
8.55,1.11,9.02,Yellow,4,13,False
3.24,2.15,13.13,Red,15,7,False
8.27,1.88,8.33,Yellow,15,6,True
9.1,3.38,15.28,Red,9,15,True
5.01,3.51,12.75,Green,14,7,False
8.12,3.82,11.77,Orange,3,2,False
4.15,2.66,13.83,Pink,2,7,False
