[2023/10/25:16:16:55] 10.10.132.238 ajax.aspnetcdn.com:443 GET / 301 551 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.140.96 teams.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.140.96 teams.microsoft.com:443 GET / 200 8631 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.75.132 crl.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.75.132 crl.globalsign.com:443 GET / 301 826 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.89.232 cdn.odc.officeapps.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.89.232 cdn.odc.officeapps.live.com:443 GET / 302 939 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.75.132 www.globalsign.com:80 GET / 301 662 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.89.232 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.75.132 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.89.232 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.46.50 r.office.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.75.132 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.89.232 www.office.com:443 GET / 200 42374 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.46.50 r.office.microsoft.com:443 GET / 302 751 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.75.132 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.46.50 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.75.132 www.globalsign.com:443 GET /en 200 14998 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.46.50 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.46.50 www.office.com:443 GET / 200 42347 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.120.75 geotrust.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.132.238 admin.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.132.238 admin.microsoft.com:443 GET / 200 4896 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.120.75 geotrust.com:443 GET / 301 276 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.161.168 geotrust.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.120.75 www.geotrust.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.161.168 geotrust.com:443 GET / 301 276 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.89.232 skype.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.161.168 www.geotrust.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.89.232 skype.com:443 GET / 301 335 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.89.232 www.skype.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.89.232 www.skype.com:443 GET / 301 357 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.89.232 www.skype.com:443 GET /en/ 200 23231 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.46.50 yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.46.50 yammer.com:443 GET / 301 376 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.46.50 www.yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.75.132 technet.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.120.75 www.geotrust.com:443 GET / 200 10441 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.75.132 technet.microsoft.com:443 GET / 301 794 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.46.50 www.yammer.com:443 GET / 200 3937 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.75.132 learn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.161.168 www.geotrust.com:443 GET / 200 10429 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.140.96 appex.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.140.96 appex.bing.com:443 GET / 301 556 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.140.96 www.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.75.132 learn.microsoft.com:443 GET / 301 980 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.140.96 www.bing.com:443 GET / 200 42389 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.75.132 learn.microsoft.com:443 GET /en-us/ 200 10983 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.89.232 www.digicert.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.140.96 ocspx.digicert.com:80 GET / 200 913 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.46.50 c.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.46.50 c.bing.com:443 GET / 403 2222 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.132.238 admin.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:25] 10.10.132.238 admin.microsoft.com:443 GET / 200 4896 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:25] 10.10.75.132 skype.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:26] 10.10.75.132 skype.com:443 GET / 301 335 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:26] 10.10.75.132 www.skype.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:26] 10.10.75.132 www.skype.com:443 GET / 301 357 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:26] 10.10.75.132 www.skype.com:443 GET /en/ 200 23231 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:26] 10.10.161.168 ocsp.msocsp.com:80 GET / 200 527 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:26] 10.10.120.75 autologon.microsoftazuread-sso.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:26] 10.10.120.75 autologon.microsoftazuread-sso.com:443 GET / 404 834 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:26] 10.10.46.50 platform.linkedin.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:26] 10.10.132.238 dc.services.visualstudio.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:26] 10.10.89.232 www.digicert.com:443 GET / 200 121802 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:26] 10.10.132.238 dc.services.visualstudio.com:443 GET / 404 392 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 officeapps.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.132.238 officeapps.live.com:443 GET / 302 1438 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.132.238 www.office.com:443 GET / 200 42358 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.75.132 office.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.75.132 office.live.com:443 GET / 302 1216 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.46.50 platform.linkedin.com:443 GET / 404 6120 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.75.132 office.live.com:443 GET /start/default.aspx 301 1933 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.161.168 officecdn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.75.132 www.office.com:443 GET / 200 42505 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.161.168 officecdn.microsoft.com:443 GET / 400 557 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.120.75 wus-www.sway-cdn.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.89.232 teams.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.89.232 teams.microsoft.com:443 GET / 200 8636 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 dgps.support.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.132.238 dgps.support.microsoft.com:443 GET / 400 544 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.46.50 ocsp.msocsp.com:80 GET / 200 527 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 office.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.75.132 login.microsoftonline-p.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.132.238 office.live.com:443 GET / 302 1133 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 office.live.com:443 GET /start/default.aspx 301 1937 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.75.132 login.microsoftonline-p.com:443 GET / 302 1642 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.132.238 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.132.238 www.office.com:443 GET / 200 42463 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.75.132 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:27] 10.10.75.132 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:27] 10.10.120.75 wus-www.sway-cdn.com:443 GET / 200 21025 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.75.132 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338455878829249.MjJhNmUyNjEtNWRiNy00YzM4LThjMzgtMGU3NWE1ZGEwN2QyYjkwOTc3ZWYtNTcxNS00MzJmLWFkYTQtYTc4ODIxYzQzZjcx&ui_locales=en-US&mkt=en-US&client-request-id=ac98e793-5f26-4116-b110-a5a2683dd360&state=jqDEzjNuYarfBc7JPNCKrT9beB5YSaJYnv6azmm9uJM5OhzXIT3rFdDjrTHu1srTA3pR2_7RNieGawDCOqP9U3JOyU7ZyVkV_dYQPNAecbLJ7NxI8oW3O9uLyQWBCuSxiC-E_i-3Wi__VeJWuWVn2BpLPKJ4fqfBvJ0f64ReSVyfLHlZaHVEr5cfEMep3-KGLBc5apvxEwAnll1mywane6AbZ4RCKcc3qECmb2k_vvIXNLaaM4g6H-SB56n-6jweEG-SXfs1hVNcp-qzonIP5Q&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9899 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.89.232 ccs.login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.89.232 ccs.login.microsoftonline.com:443 GET / 301 719 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.89.232 outlook.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.89.232 outlook.office365.com:443 GET /owa/ 302 7404 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.89.232 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.161.168 powerautomate.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.89.232 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3A%2F%2Foutlook.office365.com%2Fowa%2F&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=f1e88cda-d783-3f60-dd57-3ca37a36314e&protectedtoken=true&claims=%7B%22id_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&nonce=638338455880158569.9da361a6-5a15-4f33-a47e-98e24344cf11&state=Dcs7EoAwCABRouNxMEE-IcdhNGktvb4Ub7stALCnLZWWgW7szC6q7o3U1cY5nmCjMNQgRVnMGNInDp-XsMi9iEq-R32_qD8 200 9622 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.161.168 powerautomate.com:443 GET / 301 340 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.161.168 flow.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.161.168 flow.microsoft.com:443 GET / 307 488 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.161.168 make.powerautomate.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.46.50 outlook.office365.com:80 GET / 301 642 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.161.168 make.powerautomate.com:443 GET / 200 3875 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.46.50 outlook.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.46.50 outlook.office365.com:443 GET / 302 707 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.46.50 outlook.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.46.50 outlook.office365.com:443 GET /owa/ 302 7404 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.75.132 wus-www.sway-cdn.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.46.50 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.46.50 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3A%2F%2Foutlook.office365.com%2Fowa%2F&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=d25f3dc0-051a-3ebc-21d8-17208096e4c6&protectedtoken=true&claims=%7B%22id_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&nonce=638338455883780678.099247c5-45a9-4edd-81f8-b3f9137979fc&state=DctBFoAgCABRrNdxSA0QOI5pblt2_Vj82U0CgD1sIZUIaCMjMhYxI7XS1M7ifrEOQZbuyM-caHUZ3rS8krr6GineI79fzz8 200 9612 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.89.232 platform.linkedin.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.89.232 platform.linkedin.com:443 GET / 404 6199 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.75.132 wus-www.sway-cdn.com:443 GET / 200 21025 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.120.75 powerapps.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.120.75 powerapps.com:443 GET / 301 345 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.120.75 powerapps.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.120.75 powerapps.microsoft.com:443 GET / 302 1032 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.120.75 powerapps.microsoft.com:443 GET /en-us/ 200 44322 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:28] 10.10.132.238 activity.windows.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:28] 10.10.89.232 compass-ssl.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.132.238 activity.windows.com:443 GET / 404 540 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.75.132 flow.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.75.132 flow.microsoft.com:443 GET / 307 488 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.75.132 make.powerautomate.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.75.132 make.powerautomate.com:443 GET / 200 3870 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.89.232 compass-ssl.microsoft.com:443 GET / 400 748 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.46.50 login.microsoftonline-p.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.46.50 login.microsoftonline-p.com:443 GET / 302 1639 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.46.50 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.46.50 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.161.168 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.120.75 security.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.46.50 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.161.168 login.microsoftonline.com:443 GET / 302 1701 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.161.168 www.office.com:443 CONNECT - 200 0 "-"
